mls_id,address,city,bedrooms,washrooms,parking,type,price,lat,lng,Elementary,Intermediate,Secondary
C12699486,2111 8 Wellesley Street W,Toronto,2,2,0,Condo,660000,43.6631139,-79.3929547,Jesse Ketchum Jr & Sr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
W12699480,19 Royaleigh Avenue,Toronto,3,1,4,Detached,999000,43.6987455,-79.5321311,Westmount JS,Hilltop MS,Kipling CI
C12699374,709 8 Scollard Street,Toronto,0,1,0,Condo,429999,43.6717114,-79.3925486,Jesse Ketchum Jr & Sr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
C12699322,394 Connaught Avenue,Toronto,6,6,6,Detached,2899000,43.7855023,-79.435705,Duke of Connaught Jr & Sr PS,Duke of Connaught Jr & Sr PS,Riverdale CI
C12699280,902 6 Sonic Way,Toronto,2,2,1,Condo,499000,43.7193796,-79.3360519,Rippleton PS,Don Mills MS,Don Mills CI
W12699208,132 Wallace Avenue,Toronto,4,3,2,Detached,1399000,43.6630686,-79.441724,Pauline Jr PS,Dovercourt PS,Bloor CI
C12699242,340 15 Merchants' Wharf,Toronto,2,1,1,Condo,690000,43.6443561,-79.3633184,Dundas Jr PS,Queen Alexandra MS,Jarvis CI
C12699236,2002 55 Ann O'reilly Road,Toronto,3,2,1,Condo,652000,43.7740492,-79.3295139,Muirhead PS,Pleasant View MS,Sir John A Macdonald CI
C12699184,239 Empress Avenue,Toronto,4,2,3,Detached,1398000,43.7718394,-79.4006107,Hollywood PS,Bayview MS,Earl Haig SS
C12699086,27 King High Avenue,Toronto,4,2,3,Detached,1200000,43.7370278,-79.4429752,Faywood Arts-Based Curriculum School,Faywood Arts-Based Curriculum School,William L Mackenzie CI
C12699176,652 Bedford Park Avenue,Toronto,6,7,4,Detached,5888000,43.7222107,-79.4285246,Ledbury Park E & MS,Ledbury Park E & MS,John Polanyi CI
E12699158,47 Manorglen Crescent,Toronto,4,2,5,Detached,1088800,43.7795909,-79.2719204,CD Farquharson Jr PS,Sir Alexander MacKenzie Sr PS,Agincourt CI
C12699146,130 York Mills Road,Toronto,5,6,4,Detached,3200888,43.7457995,-79.3959085,Owen PS,St Andrew's MS,York Mills CI
E12699102,906 180 Markham Road,Toronto,2,2,1,Condo,399977,43.761518,-79.2264429,Rolph Road ES,Bessborough Drive E & MS,Leaside HS
C12699098,303 1369 Bloor Street W,Toronto,1,1,1,Condo,548000,43.6574007,-79.445735,Perth Avenue Jr PS,Brock PS,Bloor CI
C12698974,32 Argyle Street,Toronto,5,3,2,Detached,1690000,43.6473495,-79.4184232,Givins Shaw Jr PS,Alexander M G Ave Jr & Sr PS,Parkdale CI
C12698920,204 1 Post Road,Toronto,2,3,2,Condo,2999000,43.7376574,-79.3767058,Owen PS,St Andrew's MS,York Mills CI
C12698904,1632 Bathurst Street,Toronto,3,2,2,Detached,1349000,43.692399,-79.4223795,Cedarvale CS,Cedarvale CS,Forest Hill CI
W12698866,212 252 Royal York Road,Toronto,2,2,1,Condo,699000,43.6860877,-79.5288272,Humber Valley Village JMS,Humber Valley Village JMS,Etobicoke CI
C12698848,415 155 Merchants' Wharf,Toronto,3,3,2,Condo,2299900,43.6443561,-79.3633184,Dundas Jr PS,Queen Alexandra MS,Jarvis CI
E12698832,22 Samuel Teitel Court,Toronto,5,4,10,Detached,1285000,43.8245352,-79.211882,Heritage Park PS,Heritage Park PS,West Hill CI
C12698828,74 Montrose Avenue,Toronto,3,3,1,Detached,1749000,43.6520129,-79.4168173,Charles G Fraser Jr PS,Alexander M G Ave Jr & Sr PS,Harbord CI
E12698822,4A Holborne Avenue,Toronto,3,4,2,Detached,1049900,43.6939627,-79.3215782,RH McGregor ES,Cosburn MS,East York CI
E12698808,703 1145 Logan Avenue,Toronto,2,1,1,Condo,519900,43.6893946,-79.3534857,Chester ES,Westwood MS,East York CI
W12698802,38 Guthrie Avenue,Toronto,3,3,4,Detached,1299000,43.631075,-79.4887073,Etienne Brule JS,Park Lawn JMS,Etobicoke CI
W12698788,304 10 Gibbs Road,Toronto,2,1,1,Condo,475000,43.6382637,-79.5575521,West Glen JS,Bloorlea MS,Silverthorn CI
E12698772,56 71 Cass Avenue,Toronto,4,2,1,Condo,599000,43.7766008,-79.3019412,Lynngate Jr PS,John Buchan Sr PS,Stephen Leacock CI
W12698754,1104 5229 Dundas Street W,Toronto,3,2,2,Condo,749000,43.6601691,-79.5129249,Wedgewood JS,Bloorlea MS,Etobicoke CI
W12698748,37 Thompson Avenue,Toronto,5,4,5,Detached,2749000,43.645306,-79.5138492,Lamberton PS,Elia MS,CW Jefferys CI
E12698708,1416 20 Guildwood Parkway,Toronto,2,2,1,Condo,590000,43.7491492,-79.2048836,,,
C12698700,51B Burnaby Boulevard,Toronto,3,3,1,Detached,1995000,43.705613,-79.4078958,North Preparatory Jr PS,Glenview Sr PS,North Toronto CI
W12698698,1002 50 Thomas Riley Road,Toronto,2,2,1,Condo,650000,43.6338451,-79.5408229,Wedgewood JS,Bloorlea MS,Etobicoke CI
E12698688,Ph3 151 Village Green Square,Toronto,2,2,1,Condo,499000,43.7785777,-79.28131,Inglewood Heights Jr PS,John Buchan Sr PS,Stephen Leacock CI
C12698680,1407 55 Bremner Boulevard,Toronto,2,2,1,Condo,735900,43.6422662,-79.3807701,Jean Lumb PS,Jean Lumb PS,Jarvis CI
C12698656,54 Thursfield Crescent,Toronto,3,2,1,Detached,1450000,43.7160814,-79.3573098,Northlea E & MS,Northlea E & MS,Leaside HS
W12698648,116 256 John Garland Boulevard,Toronto,5,3,1,Condo,609000,43.7337993,-79.5933396,Albion Heights JMS,Albion Heights JMS,West Humber CI
C12698644,244 Grace Street,Toronto,4,2,2,Detached,1850000,43.657768,-79.4169575,John McCrae PS,John McCrae PS,Cedarbrae CI
W12698638,TH13 40 Ed Clark Gardens Boulevard,Toronto,3,2,1,Condo,865000,43.6750702,-79.4656123,,,
C12698614,902 250 Lawrence Avenue,Toronto,2,1,1,Condo,599000,43.7273707,-79.4173442,,,
C12698606,221 Dunvegan Road,Toronto,7,6,6,Detached,14500000,43.6983272,-79.4114684,Forest Hill Jr & Sr PS,Forest Hill Jr & Sr PS,Forest Hill CI
C12698586,84 Old Forest Hill Road,Toronto,6,8,6,Detached,15888000,43.6989805,-79.4181612,Forest Hill Jr & Sr PS,Forest Hill Jr & Sr PS,Forest Hill CI
E12698526,195 Phyllis Avenue,Toronto,5,3,6,Detached,999900,43.7307617,-79.2294395,HA Halbert Jr PS,Bliss Carman Sr PS,RH King Academy */ Sir Wilfrid Laurier CI
W12698524,1411 236 Albion Road,Toronto,5,1,0,Condo,432000,43.722001,-79.5439936,Oakridge Jr PS,Samuel Hearne MS,Birchmount Park CI
C12698498,1906 10 Inn On The Park Drive,Toronto,1,1,1,Condo,539000,43.7192451,-79.349366,Rippleton PS,Don Mills MS,Don Mills CI
C12698480,55 Banff Road,Toronto,3,2,2,Detached,1350000,43.7090625,-79.3817793,Maurice Cody Jr PS,Hodgson MS,Northern SS
E12698408,11 Merrill Avenue W,Toronto,7,5,0,Condo,2399000,43.6820206,-79.3187596,Earl Haig PS,Earl Haig PS,Monarch Park CI
E12698412,96 Pitfield Road,Toronto,4,3,4,Detached,1388888,43.7830101,-79.2692282,CD Farquharson Jr PS,Sir Alexander MacKenzie Sr PS,Agincourt CI
E12698410,173 Coxwell Avenue,Toronto,3,2,0,Detached,759999,43.6709978,-79.318249,Bowmore Road Jr & Sr PS,Bowmore Road Jr & Sr PS,Monarch Park CI
W12698398,204 2121 Lake Shore Boulevard W,Toronto,2,2,1,Condo,660000,43.6274438,-79.4784212,Etienne Brule JS,Park Lawn JMS,Lakeshore CI
E12698368,103 Weir Crescent,Toronto,4,3,4,Detached,1249000,43.7745179,-79.1949049,St Margaret's PS,St Margaret's PS,West Hill CI
W12698360,710 2083 Lake Shore Boulevard W,Toronto,2,2,2,Condo,749900,43.6298968,-79.476791,Etienne Brule JS,Park Lawn JMS,Lakeshore CI
E12698352,3 Chestermere Boulevard,Toronto,4,2,3,Detached,849900,43.7491982,-79.2293552,Cedarbrook PS,Cedarbrook PS,Cedarbrae CI
E12698344,4 Leafield Drive,Toronto,3,4,3,Detached,1288000,43.7826206,-79.3249319,Fairglen Jr PS,JB Tyrrell Sr PS,Sir John A Macdonald CI
C12698310,803 5500 Yonge Street,Toronto,2,1,1,Condo,658000,43.7781842,-79.41584,Churchill PS,Willowdale MS,Northview Heights SS
W12698308,493 Jane Street,Toronto,3,2,1,Detached,799000,43.6615948,-79.4893135,King George Jr PS,Humbercrest PS,Runnymede CI
E12698298,17 Kawneer Terrace,Toronto,5,4,6,Detached,998000,43.76526,-79.2741213,,,
C12698272,45 Pleasant Boulevard,Toronto,3,3,2,Detached,1189000,43.6873539,-79.3917973,Deer Park Jr & Sr PS,Deer Park Jr & Sr PS,Jarvis CI
E12698270,1603 400 Mclevin Avenue,Toronto,2,2,2,Condo,480000,43.7985817,-79.240652,Mary Shadd PS,Mary Shadd PS,Lester B Pearson CI
W12698256,31 15 William Jackson Way,Toronto,3,3,1,Condo,788000,43.6010771,-79.5125305,Twentieth Street JS,Second Street JMS,Lakeshore CI
C12698250,4809 14 York Street,Toronto,2,1,0,Condo,399000,43.6663464,-79.3167896,Baycrest PS,Baycrest PS,John Polanyi CI
C12698238,1501 200 Bloor Street W,Toronto,2,2,1,Condo,1139000,43.6685845,-79.3952985,Huron Street Jr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
C12698234,513 11 St Joseph Street,Toronto,3,3,1,Condo,859000,43.666028,-79.3851588,Jesse Ketchum Jr & Sr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
E12698230,2411 50 Town Centre Court,Toronto,2,1,1,Condo,539000,43.7732555,-79.2552683,St Andrews PS,St Andrews PS,D & M Thomson CI
C12698206,1103 125 Blue Jays Way,Toronto,2,1,0,Condo,536000,43.6417792,-79.3913416,Ogden Jr PS,Ryerson CS,Harbord CI
E12698178,508 195 Bonis Avenue,Toronto,2,1,0,Condo,439000,43.7859586,-79.2912378,Tam O'Shanter Jr PS,John Buchan Sr PS,Stephen Leacock CI
E12698176,99 Poplar Road,Toronto,6,3,3,Detached,1199999,43.7592371,-79.187966,Wedgewood JS,Bloorlea MS,Etobicoke CI
C12698174,502 500 Sherbourne Street,Toronto,2,1,1,Condo,609990,43.6507982,-79.3680395,Church Street Jr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
W12698168,1408 41 Markbrook Lane,Toronto,3,2,1,Condo,519999,43.7591574,-79.5875678,John D Parker JS,Smithfield MS,North Albion CI
C12698146,1001 17 Bathurst Street,Toronto,2,1,0,Condo,499000,43.6403595,-79.40125,The Waterfront School,The Waterfront School,Harbord CI
C12698144,3803 8 The Esplanade Avenue,Toronto,2,1,1,Condo,680000,43.6515335,-79.4020452,,,
C12698142,Lph04 5180 Yonge Street,Toronto,3,2,2,Condo,990000,43.7702255,-79.4133065,Churchill PS,Willowdale MS,Northview Heights SS
E12698140,44 Cliffside Drive,Toronto,4,2,3,Detached,999999,43.7035961,-79.251005,Cliffside PS,Cliffside PS,Birchmount Park CI
E12698120,110 Acheson Boulevard,Toronto,4,4,4,Detached,1419888,43.7834437,-79.1538776,Centennial Road Jr PS,Joseph Howe Sr PS,Sir Oliver Mowat CI
C12698106,3209 11 Bogert Avenue,Toronto,2,2,1,Condo,609800,43.7587441,-79.4197189,Cameron PS,Willowdale MS,Northview Heights SS
W12698098,909 10 De Boers Drive,Toronto,2,2,1,Condo,499000,43.7514106,-79.464997,Dublin Heights E & MS,Dublin Heights E & MS,William L Mackenzie CI
C12698056,PH03 28 Hollywood Avenue,Toronto,2,1,2,Condo,549000,43.7667078,-79.4103209,McKee PS,Bayview MS,Earl Haig SS
W12698044,421 36 Zorra Street E,Toronto,2,1,0,Condo,518000,43.6319951,-79.5553006,Castlebar JS,Norseman JMS,Etobicoke CI
C12698042,3102 9 Bogert Avenue,Toronto,3,2,1,Condo,866500,43.7602837,-79.4112099,Cameron PS,Willowdale MS,Northview Heights SS
C12698032,4001 5 St. Joseph Street,Toronto,1,1,0,Condo,549990,43.6655998,-79.38556,Weston Memorial Jr PS,CR Marchant MS,Weston CI
C12698018,1511 8 Tippett Road,Toronto,2,2,0,Condo,599000,43.7338612,-79.4469366,Faywood Arts-Based Curriculum School,Faywood Arts-Based Curriculum School,William L Mackenzie CI
C12698010,1418 55 Harbour Square,Toronto,2,2,1,Condo,1199000,43.6400264,-79.3800931,Island Public Natural Science School,The Waterfront School,Jarvis CI
W12697934,205 1001 Roselawn Avenue,Toronto,3,2,1,Condo,799900,43.7008467,-79.4467322,Fairbank PS,Fairbank PS,York Memorial CI
C12697916,08 11 Yorkville Avenue,Toronto,0,1,0,Condo,599990,43.6712532,-79.3907133,Jesse Ketchum Jr & Sr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
C12697896,1906 8 York Street,Toronto,3,2,1,Condo,799000,43.6407814,-79.3806009,Baycrest PS,Baycrest PS,John Polanyi CI
C12697852,112 Lindsey Avenue,Toronto,3,3,2,Detached,1295000,43.653256,-79.4348071,Brock PS,Brock PS,Bloor CI
W12697846,306 9 Valhalla Inn Road,Toronto,1,1,1,Condo,449000,43.6410186,-79.5599088,West Glen JS,Bloorlea MS,Silverthorn CI
C12697842,1303 327 King Street W,Toronto,1,1,0,Condo,479000,43.6461484,-79.3911251,Ogden Jr PS,Ryerson CS,Harbord CI
C12697818,1211 501 St. Clair Avenue W,Toronto,2,2,1,Condo,749900,43.6829138,-79.4179726,Stanley PS,Oakdale Park MS,Westview Centennial SS
W12697794,409 75 Emmett Avenue,Toronto,4,2,1,Condo,639900,43.6899161,-79.5016171,Portage Trail CS,Portage Trail CS,Weston CI
W12697746,209 252 Royal York Road,Toronto,2,2,1,Condo,759000,43.6860877,-79.5288272,Humber Valley Village JMS,Humber Valley Village JMS,Etobicoke CI
W12697702,6 Brantley Crescent,Toronto,4,3,6,Detached,1059000,43.7506048,-79.5022113,Lamberton PS,Elia MS,CW Jefferys CI
C12697670,1106 195 Wynford Drive,Toronto,3,2,1,Condo,695000,43.7237065,-79.3253483,Gateway PS,Valley Park MS */ Don Mills MS,Marc Garneau CI */ Don Mills CI
W12697620,411 41 Markbrook Lane,Toronto,2,2,1,Condo,524999,43.7591574,-79.5875678,John D Parker JS,Smithfield MS,North Albion CI
C12697580,716 121 Mcmahon Drive,Toronto,2,1,1,Condo,499000,43.7677129,-79.3706245,Crestview PS,Bayview MS,Georges Vanier SS
W12697550,ph04 330 Dixon Road,Toronto,3,2,1,Condo,598888,43.6959732,-79.5530555,Kew Beach Jr PS,Bowmore Road Jr & Sr PS,Monarch Park CI
E12697544,35 Rivendell Trail,Toronto,4,4,4,Detached,1329999,43.8333307,-79.2273674,,,
C12697524,821 31 Tippett Road,Toronto,1,1,0,Condo,450000,43.7338612,-79.4469366,Faywood Arts-Based Curriculum School,Faywood Arts-Based Curriculum School,William L Mackenzie CI
C12697514,905 1360 York Mills Road,Toronto,2,1,1,Condo,445000,43.764107,-79.3192105,Roywood PS,Donview MHWA,George S Henry Academy
E12697512,634 Staines Road,Toronto,3,3,2,Detached,969800,43.8393925,-79.2325099,Brookside PS,Brookside PS,Lester B Pearson CI
W12697500,16 Piggott Mews,Toronto,3,2,2,Detached,750000,43.7071129,-79.5314617,Pelmo Park PS,CR Marchant MS,Weston CI
C12697488,TH-112 25 Malcolm Road,Toronto,2,3,1,Condo,1149000,43.7031193,-79.3613741,Rolph Road ES,Bessborough Drive E & MS,Leaside HS
C12697484,613 608 Richmond Street W,Toronto,1,1,0,Condo,529000,43.6511559,-79.381032,Ryerson CS,Ryerson CS,Harbord CI
C12697470,1408 75 Graydon Hall Drive,Toronto,3,2,1,Condo,658000,43.7639091,-79.341989,Rene Gordon HWA,Donview MHWA,George S Henry Academy
C12697468,119 Seaton Street,Toronto,3,2,1,Detached,1299000,43.6577818,-79.3690113,Lord Dufferin Jr & Sr PS,Lord Dufferin Jr & Sr PS,Jarvis CI
C12697430,78 Gerald Street,Toronto,5,6,9,Detached,4380000,43.76133,-79.3836742,Harrison PS,Windfields MS,York Mills CI
C12697414,720 629 King Street W,Toronto,1,1,0,Condo,408900,43.6481738,-79.3807241,Ryerson CS,Ryerson CS,Harbord CI
W12697410,113 20 Foundry Avenue,Toronto,3,2,1,Condo,749000,43.6693376,-79.4488114,Carleton Village Jr & Sr SWA,Carleton Village Jr & Sr SWA,Oakwood CI
C12697378,23 Alcorn Avenue,Toronto,4,3,0,Detached,2295000,43.6817357,-79.3930193,Cottingham Jr PS,Jesse Ketchum Jr & Sr PS,Jarvis CI
C12697366,808 Millwood Road,Toronto,3,3,5,Detached,1699000,43.7050716,-79.3699811,Bessborough Drive E & MS,Bessborough Drive E & MS,Leaside HS
W12697324,502 299 Mill Road,Toronto,3,2,1,Condo,534000,43.6378249,-79.5826304,Armour Heights PS,Armour Heights PS,York Mills CI */ Northern SS
W12697260,31 Third Street,Toronto,5,4,3,Detached,3299900,43.6001292,-79.4998236,Island Public Natural Science School,The Waterfront School,Jarvis CI
C12697274,416 21 Burkebrook Place,Toronto,2,2,1,Condo,1224000,43.7176628,-79.3758351,Blythwood Jr PS,Glenview Sr PS,York Mills CI */ Northern SS
C12697246,247 Drewry Avenue,Toronto,4,4,8,Detached,1358000,43.7844984,-79.4286014,RJ Lang E & MS,RJ Lang E & MS,Newtonbrook SS
C12697172,673 Crawford Street,Toronto,3,4,1,Detached,1688000,43.6614129,-79.4213845,Montrose Jr PS,King Edward Jr & Sr PS,Harbord CI
E12697170,709 50 Brian Harrison Way,Toronto,3,2,1,Condo,979000,43.7732421,-79.2588666,St Andrews PS,St Andrews PS,D & M Thomson CI
W12697162,302 38 Joe Shuster Way,Toronto,2,2,1,Condo,499000,43.6410923,-79.4262614,Alexander M G Ave Jr & Sr PS,Alexander M G Ave Jr & Sr PS,Parkdale CI
W12697136,20 39 John Perkins Bull Drive,Toronto,3,3,1,Condo,750000,43.7327473,-79.4768895,Downsview PS,Pierre Laporte MS,Downsview SS
C12697090,201 32 Trolley Crescent,Toronto,3,3,1,Condo,1118800,43.656662,-79.354598,Dundas Jr PS,Queen Alexandra MS,Jarvis CI
E12697054,16 Tarsus Crescent,Toronto,4,3,2,Detached,1200000,43.7939616,-79.1844123,Morrish PS,Morrish PS,West Hill CI
